Genres,Episodes,Decimal,AiredYear,Type,Source,Romance,Shoujo,Ecchi,Shounen,Fantasy,Comedy,Music,Sports,Hentai,Historical,Mistery,Thriller,Supernatural,Gore,SciFi,Action,Otro,Members,Score,Favorites
Otro,1,64,1972.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117,4.55,0
"Romance, Shoujo",1,514,2016.0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65571,8.43,1543
Hentai,1,2048,2014.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1718,6.27,3
"Comedy, Sports, Romance, Ecchi",26,4355,1995.0,5,6,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10000,7.67,100
Gore,1,16384,2001.0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,230,5.6,2
"Comedy, Romance, Shoujo",12,515,2015.0,5,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58334,8.09,462
"Sci-Fi, Action",1,40,1988.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20278,8.03,34
"Romance, Shounen, Action, Otro",13,90,2004.0,5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7674,7.22,23
Comedy,10,1,2001.0,5,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4896,7.0,32
"Comedy, Romance, Shoujo",1,515,2005.0,3,9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10477,7.98,33
"Fantasy, Shounen, Otro",1,84,2010.0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,25393,7.23,55
"Comedy, Romance",1,3,2011.0,3,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7345,6.67,2
"Romance, Fantasy, Shoujo, Action, Supernatural",1,654,2010.0,3,9,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8920,5.87,11
"Mistery, Comedy, Shounen, Otro",1,32849,2008.0,3,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,8391,7.3,6
"Comedy, Sports, Romance, Shounen, Action",124,4123,1989.0,5,6,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,9137,7.57,59
"Sci-Fi, Romance, Fantasy",12,38,2017.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,151484,7.85,1844
"Comedy, Sci-Fi, Romance, Shounen, Ecchi",1,307,2013.0,3,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,14527,5.83,65
"Comedy, Sci-Fi, Historical, Shounen, Action",51,1081,2011.0,5,6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,215527,9.11,4549
"Comedy, Romance",1,3,2013.0,4,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10623,6.74,2
"Sci-Fi, Fantasy, Action",1,44,2016.0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3004,6.4,4
"Comedy, Sci-Fi",6,33,1988.0,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6191,6.19,2
"Comedy, Sci-Fi, Shounen",1,49,1981.0,4,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,286,5.98,0
"Comedy, Romance",12,3,2017.0,5,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34364,6.64,82
"Romance, Shounen, Action",2,26,1993.0,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,709,6.7,1
"Fantasy, Shounen, Action, Supernatural",13,156,2011.0,3,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,38616,8.29,223
"Comedy, Sci-Fi, Shounen",1,49,1994.0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,707,6.37,0
"Comedy, Sports",12,4097,2016.0,5,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,280153,8.18,11140
"Comedy, Romance, Ecchi",36,259,1998.0,5,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,805,6.45,0
"Comedy, Romance",12,3,2018.0,5,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36241,7.13,95
"Romance, Fantasy, Shounen, Action, Supernatural",24,158,2014.0,5,6,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,224374,8.24,4917
"Romance, Fantasy, Ecchi",26,262,2003.0,5,13,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56523,6.87,183
"Shounen, Action",12,24,2006.0,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,261479,8.27,1862
"Romance, Fantasy, Shoujo, Supernatural",13,646,2009.0,5,6,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,147299,8.62,1212
"Historical, Romance",1,1026,1983.0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22975,7.88,66
"Comedy, Sci-Fi, Romance, Fantasy, Shoujo",52,551,1983.0,5,9,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6796,7.19,86
"Sports, Shounen",52,4112,2005.0,5,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12970,7.9,147
Fantasy,1,4,2010.0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,136244,8.06,396
"Comedy, Ecchi",6,257,2015.0,4,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34491,7.46,76
"Comedy, Historical, Romance, Fantasy, Shounen, Supernatural",1,1175,2004.0,0,6,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,57879,7.62,181
"Fantasy, Shounen, Action, Otro",39,92,2010.0,5,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,17472,6.31,34
"Historical, Fantasy",1,1028,1987.0,4,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,394,6.7,0
"Comedy, Romance, Fantasy, Action, Ecchi",12,271,2010.0,5,5,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,272636,7.14,1006
"Comedy, Romance, Fantasy, Shounen",48,23,2006.0,5,9,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,51768,7.07,204
"Romance, Shoujo",51,514,1996.0,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34885,7.85,621
"Sci-Fi, Music",1,8224,1999.0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,57,3.87,0
"Romance, Fantasy, Shoujo",1,518,2016.0,3,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34354,7.79,90
"Fantasy, Otro",52,68,1983.0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1914,6.5,5
"Comedy, Sci-Fi, Fantasy, Shounen, Action, Otro",51,125,2008.0,5,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1178,6.93,5
"Comedy, Shounen, Otro",1,81,2015.0,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5418,7.16,5
"Comedy, Sci-Fi",1,33,2012.0,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,19256,7.26,11
"Sci-Fi, Shounen, Action",1,56,2007.0,3,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3913,6.83,6
"Historical, Romance, Otro",13,1090,2012.0,5,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18874,7.53,83
Fantasy,2,4,2014.0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,801,5.84,1
"Sci-Fi, Fantasy, Shounen, Action",65,60,1974.0,5,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,865,5.81,8
"Fantasy, Hentai, Supernatural",2,2180,2004.0,3,13,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3731,5.95,5
"Romance, Fantasy, Shoujo",12,518,2015.0,5,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,255905,7.92,3448
Romance,1,2,2016.0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266,6.14,1
"Fantasy, Otro",1,68,2015.0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,288,5.87,2
"Mistery, Comedy, Fantasy, Shounen, Otro",1,32853,2013.0,0,6,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,18436,7.86,13
"Comedy, Sci-Fi, Historical, Shounen, Action",1,1081,2015.0,4,6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,19750,8.17,52
"Shounen, Action",4,24,2009.0,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,49477,7.42,263
"Romance, Shoujo, Music",100,8706,2016.0,5,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8914,7.79,156
Music,17,8192,2018.0,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12648,7.62,214
"Comedy, Sci-Fi, Fantasy, Action, Ecchi",2,301,1998.0,4,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2894,7.16,2
Romance,12,2,2017.0,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7583,4.67,7
"Fantasy, Supernatural",12,132,2016.0,5,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,18547,6.77,23
"Sci-Fi, Historical, Romance, Shoujo",4,1570,2014.0,3,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,38791,8.02,385
"Comedy, Sports, Romance, Shounen",1,4115,1992.0,0,6,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1079,6.34,0
"Comedy, Romance, Fantasy, Shounen, Supernatural",51,151,2005.0,5,6,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,74491,7.85,750
"Comedy, Romance, Hentai",2,2051,2008.0,3,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,36748,6.94,149
Music,1,8192,2013.0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3117,6.67,0
"Comedy, Fantasy, Otro",12,69,2017.0,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,90555,7.39,232
"Romance, Otro",12,66,2012.0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25809,7.37,113
"Comedy, Historical",39,1025,1996.0,5,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,199,5.88,0
"Romance, Fantasy, Action, Otro",1,78,2014.0,4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,164772,6.88,458
"Comedy, Romance, Fantasy, Shoujo, Action",26,527,2003.0,5,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,143067,7.31,1421
"Sci-Fi, Romance, Action, Supernatural",3,170,1990.0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1211,5.64,2
"Comedy, Otro",3,65,2017.0,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,362,3.82,0
"Fantasy, Action, Otro",3,76,2015.0,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,6252,6.61,3
"Comedy, Shounen, Action, Otro",1,89,1996.0,4,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,3772,7.52,1
"Gore, Shounen, Thriller, Otro",26,82000,1999.0,5,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,7465,7.47,40
"Comedy, Romance, Otro",12,67,2018.0,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,61630,7.07,133
"Comedy, Romance, Shounen",2,19,2013.0,3,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7691,8.12,12
"Sci-Fi, Romance, Action",13,42,2017.0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14699,5.72,22
"Comedy, Sci-Fi, Shounen, Action",13,57,2002.0,5,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,9418,6.46,17
"Comedy, Sports, Romance, Shounen",1,4115,2017.0,0,6,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,9740,7.95,16
Hentai,2,2048,2011.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6133,6.74,18
"Fantasy, Shounen, Action",4,28,2010.0,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,23944,7.6,76
Fantasy,12,4,2016.0,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4580,3.79,9
"Sci-Fi, Action",21,40,1976.0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,226,6.28,0
"Mistery, Fantasy, Action, Otro",12,32844,2003.0,5,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2835,6.59,7
"Comedy, Sci-Fi, Romance, Fantasy, Action",26,47,1998.0,5,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,707773,8.81,39145
"Romance, Fantasy, Shoujo, Shounen",12,534,2017.0,5,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,60837,7.7,295
"Romance, Shounen, Supernatural, Otro",12,210,1991.0,3,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1806,6.69,7
Music,1,8192,2015.0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1095,6.68,2
"Romance, Fantasy, Thriller, Otro",12,65606,2011.0,5,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,635296,8.46,34352
"Romance, Shounen, Action",12,26,2011.0,5,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18093,6.46,29
"Comedy, Sports, Romance, Ecchi",12,4355,2011.0,5,6,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,17952,6.58,20
Comedy,7,1,2009.0,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41772,6.39,55
"Comedy, Fantasy, Otro",104,69,2000.0,5,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,151,6.09,1
"Historical, Romance, Action, Supernatural",1,1162,2011.0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6017,7.08,16
"Fantasy, Shoujo",4,516,2016.0,5,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14951,7.19,37
"Comedy, Romance, Shounen",13,19,2007.0,5,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1589,6.52,6
"Romance, Otro",1,66,2006.0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14369,7.13,84
"Fantasy, Otro",52,68,1976.0,5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1064,6.21,2
"Romance, Action",2,10,1987.0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,370,5.9,0
"Shounen, Action",5,24,2010.0,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,139427,8.13,679
Otro,30,64,2016.0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,167,4.75,0
"Sci-Fi, Action",3,40,2006.0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17038,7.21,48
"Romance, Gore, Otro",1,16450,1998.0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,180949,8.32,3580
Otro,1,64,2015.0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108,3.25,0
"Comedy, Gore, Shounen, Action, Supernatural",25,16537,2007.0,5,6,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,53724,7.11,188
"Shounen, Action, Supernatural, Thriller, Otro",26,65752,2011.0,5,6,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,964441,7.89,23674
"Romance, Fantasy, Shounen, Action, Supernatural, Otro",26,222,2004.0,5,9,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,29509,7.14,136
"Comedy, Music",61,8193,2014.0,5,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,222,5.52,0
"Sci-Fi, Shounen, Action, Supernatural",3,184,2015.0,3,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,6368,6.59,15
"Comedy, Sci-Fi, Action",12,41,2009.0,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,35144,7.81,206
Comedy,9,1,2012.0,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61800,6.38,190
"Romance, Fantasy, Shounen, Action, Otro",12,94,2017.0,5,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,649713,8.47,7435
"Sci-Fi, Action",1,40,2012.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,114530,7.56,483
"Comedy, Fantasy, Shounen, Otro",1,85,2010.0,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1652,7.32,2
"Romance, Shoujo, Supernatural, Otro",3,706,2008.0,3,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5907,6.68,8
"Comedy, Fantasy",1,5,2011.0,4,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13959,7.31,11
"Comedy, Romance",1,3,2016.0,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1819,6.1,1
"Sci-Fi, Romance, Action",27,42,1977.0,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,559,6.67,1
Romance,10,2,2005.0,4,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,5.84,1
Fantasy,1,4,2008.0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11890,7.22,9
"Comedy, Sports, Shounen",12,4113,2016.0,5,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,9590,6.8,13
"Comedy, Action, Supernatural",1,137,1994.0,3,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,871,6.22,1
"Historical, Shounen, Action",1,1048,2018.0,3,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,16752,6.65,29
"Comedy, Romance, Fantasy, Shoujo, Supernatural",2,647,2013.0,3,6,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,55537,8.06,219
"Fantasy, Action",1,12,1981.0,4,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,207,5.93,1
"Sci-Fi, Romance, Gore, Shounen, Action, Otro",24,16506,2014.0,5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,676816,8.52,15963
"Comedy, Shounen",14,17,2014.0,4,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9781,7.22,13
Sports,1,4096,2016.0,4,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,262,5.93,0
"Comedy, Sci-Fi, Fantasy, Action",26,45,2001.0,5,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,7958,7.03,27
"Comedy, Fantasy, Shounen",24,21,2001.0,5,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14820,7.23,63
"Mistery, Shounen, Action, Otro",1,32856,2010.0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,28093,8.27,45
"Fantasy, Shounen, Action",38,28,1989.0,5,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6273,7.37,46
"Comedy, Romance",26,3,1999.0,5,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,422,6.88,3
"Fantasy, Hentai, Supernatural",1,2180,2011.0,3,13,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3050,5.67,15
"Romance, Shounen, Action",3,26,1995.0,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1295,6.43,2
"Hentai, Supernatural",2,2176,2005.0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1780,5.85,1
"Romance, Fantasy, Action, Supernatural",24,142,2006.0,5,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,499055,7.52,5872
"Comedy, Fantasy",13,5,2009.0,5,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,442,4.6,0
"Comedy, Sci-Fi, Romance, Fantasy, Action",1,47,1998.0,4,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,24525,7.51,64
"Comedy, Historical, Romance, Fantasy, Shounen, Supernatural",1,1175,2004.0,0,6,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,148944,7.17,220
"Romance, Music",1,8194,2015.0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64290,8.11,966
"Romance, Gore, Supernatural, Ecchi, Otro",1,16834,2005.0,4,6,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,136657,7.3,270
"Historical, Romance",52,1026,1974.0,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16278,7.27,103
"Comedy, Romance, Shoujo",12,515,2011.0,5,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46877,7.04,59
Hentai,0,2048,2017.0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2211,6.36,4
"Romance, Fantasy, Shoujo, Supernatural",13,646,2008.0,5,6,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,285728,8.39,10205
"Comedy, Romance",24,3,2006.0,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19765,7.16,43
"Romance, Fantasy, Gore, Shounen, Supernatural",6,16534,1993.0,3,6,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,36297,7.43,526
"Comedy, Romance, Shounen",2,19,2015.0,3,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,38611,7.36,57
Hentai,1,2048,2004.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1763,6.19,9
"Sci-Fi, Romance",6,34,2008.0,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,121057,8.19,1126
"Action, Otro",10,72,2017.0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2715,5.05,1
"Comedy, Romance, Otro",1,67,2015.0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,355,6.47,0
"Comedy, Romance, Shounen",26,19,2012.0,5,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15005,6.37,11
"Sci-Fi, Fantasy, Shounen, Action",24,60,2010.0,5,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,236643,7.79,1432
Fantasy,1,4,2009.0,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1423,7.13,3
"Comedy, Fantasy, Shounen, Action",1,29,2010.0,4,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,3614,7.08,0
"Thriller, Otro",12,65600,2018.0,2,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3408,7.58,15
"Romance, Fantasy, Action, Otro",13,78,2003.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,146987,8.44,4620
"Comedy, Supernatural",1,129,2011.0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4057,6.06,1
"Mistery, Comedy, Sports, Shounen, Otro",1,36945,2012.0,3,6,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,6417,7.15,0
"Comedy, Romance, Otro",52,67,1995.0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,422,6.55,2
"Fantasy, Shounen, Supernatural",52,148,2004.0,5,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,11276,7.04,13
"Comedy, Romance, Shoujo",1,515,1993.0,3,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474,6.09,1
"Comedy, Sci-Fi, Action, Ecchi",12,297,2011.0,5,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,339292,7.03,1973
"Comedy, Historical, Shounen, Action",1,1049,1997.0,4,6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,3981,7.02,3
"Comedy, Ecchi, Otro",16,321,2009.0,5,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16112,6.24,8
"Comedy, Romance, Music",1,8195,2011.0,0,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,151195,8.34,1216
"Comedy, Romance, Fantasy, Shoujo",52,519,2003.0,5,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,40701,7.11,641
"Sci-Fi, Action",1,40,2015.0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1234,6.11,0
"Comedy, Shounen, Action",4,25,1991.0,3,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2539,5.55,7
"Comedy, Fantasy, Supernatural",10,133,2016.0,5,5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,580873,8.16,13592
"Sci-Fi, Romance, Fantasy, Action",1,46,2012.0,3,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7934,6.36,1
"Sci-Fi, Romance, Fantasy, Shounen, Action",48,62,1996.0,5,9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1033,7.22,2
"Comedy, Music",12,8193,2015.0,5,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,45202,7.13,268
"Comedy, Fantasy, Action",4,13,1994.0,3,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,11697,6.22,21
"Romance, Shoujo, Music",1,8706,1993.0,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3421,6.6,3
"Comedy, Action",2,9,2010.0,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10905,6.88,2
Comedy,4,1,1993.0,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4833,6.75,3
"Comedy, Fantasy",1,5,2017.0,2,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2899,6.83,1
Comedy,86,1,1988.0,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2910,6.96,18
Sci-Fi,1,32,1984.0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,192,5.16,1
"Romance, Hentai",2,2050,2011.0,3,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3604,6.87,17
"Comedy, Sci-Fi, Romance, Ecchi",1,291,2005.0,4,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,20372,6.94,12
"Comedy, Romance, Fantasy, Supernatural",1,135,2017.0,2,6,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,36843,7.59,17
Comedy,7,1,2016.0,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4390,6.66,5
