Genres,Source,Type,Episodes,Decimal,Popularity,Score,Favorites
Hentai,6,3,2,2048,5678,6.75,15
"Comedy, Sci-Fi, Fantasy, Action, Supernatural",9,4,1,173,4805,6.71,6
"Comedy, Romance",4,4,1,3,4242,6.83,7
"Comedy, Romance, Shounen",6,5,12,19,2930,7.56,22
"Comedy, Historical",6,2,15,1025,2499,7.58,270
"Comedy, Sci-Fi, Fantasy, Shounen, Ecchi",6,3,1,309,5563,6.1,14
"Romance, Shounen",6,3,1,18,4841,5.55,4
Music,7,1,1,8192,13290,4.95,0
"Sci-Fi, Romance, Shounen, Action",6,5,109,58,1324,7.96,1459
"Romance, Shoujo",6,4,4,514,6060,6.53,1
"Comedy, Romance, Shoujo",6,4,1,515,3974,6.92,11
"Sports, Shounen, Action",6,3,13,4120,4382,7.2,11
"Comedy, Sci-Fi, Action",9,4,1,41,10748,6.21,0
"Romance, Shoujo",6,5,12,514,1738,7.61,470
"Sci-Fi, Historical, Shounen, Action",10,5,24,1080,5904,6.52,5
"Comedy, Sci-Fi, Romance",9,4,1,35,2260,7.28,24
"Romance, Fantasy",5,5,13,6,157,8.59,6071
"Comedy, Romance, Shounen, Action, Ecchi",6,5,12,283,965,7.57,231
"Sci-Fi, Romance, Music, Action, Otro",9,5,26,8298,1046,7.5,841
"Comedy, Sci-Fi, Romance",9,3,1,35,4338,6.86,3
"Sci-Fi, Shounen, Action",6,5,12,56,428,7.31,618
Otro,6,2,1,64,9659,5.65,1
"Fantasy, Shounen, Action, Thriller",6,3,5,65564,8748,4.89,1
"Historical, Romance, Action",9,5,12,1034,270,7.89,2388
"Action, Supernatural",9,0,1,136,3810,6.6,12
"Sci-Fi, Romance, Fantasy, Shoujo",6,5,29,550,2536,7.6,129
"Comedy, Romance, Ecchi",6,3,2,259,6117,5.76,4
Comedy,10,2,3,1,12663,4.53,0
"Historical, Action",8,2,12,1032,8145,6.3,2
"Comedy, Historical, Action",6,5,12,1033,4689,5.71,9
"Sci-Fi, Romance, Action",6,5,12,42,1883,7.35,125
Romance,8,2,12,2,9129,6.92,4
"Sci-Fi, Fantasy, Otro",2,5,12,100,2096,6.63,55
"Comedy, Fantasy, Shounen",9,3,3,21,9363,6.65,1
"Comedy, Sci-Fi, Fantasy, Shounen, Action",6,0,1,61,1255,7.31,31
Hentai,6,3,2,2048,5061,7.06,12
"Sci-Fi, Action",5,4,7,40,1637,6.78,29
"Comedy, Romance, Shounen",6,3,2,19,1604,7.37,89
"Shounen, Action, Otro",9,5,25,88,2347,7.38,38
"Comedy, Sci-Fi, Romance, Shounen",6,0,1,51,5412,7.67,4
"Romance, Fantasy, Gore, Action, Supernatural",8,3,3,16526,1210,8.15,118
"Comedy, Romance, Shoujo, Music, Ecchi",13,5,13,8963,652,7.3,1638
Hentai,6,3,2,2048,5045,6.95,17
Comedy,9,5,12,1,2149,6.97,69
"Comedy, Romance, Fantasy",9,4,1,7,4620,6.89,6
"Comedy, Fantasy",6,5,26,5,4112,7.52,51
"Fantasy, Shounen, Supernatural",6,0,1,148,4159,7.45,21
"Romance, Fantasy, Shounen, Action",6,5,26,30,5334,7.19,7
"Comedy, Sci-Fi",9,5,9,33,4183,7.26,8
Otro,9,2,13,64,12653,5.74,0
"Romance, Fantasy, Shoujo",6,5,12,518,602,8.13,1001
"Comedy, Fantasy, Shoujo, Hentai, Ecchi",6,3,2,2821,3936,5.9,7
"Comedy, Sci-Fi, Fantasy, Action, Supernatural",4,5,12,173,882,7.14,1123
"Comedy, Historical, Otro",14,5,32,1089,8397,6.4,2
"Comedy, Sci-Fi, Shounen, Action, Ecchi",9,5,13,313,3370,7.16,58
"Comedy, Sci-Fi, Fantasy, Shounen, Otro",4,4,2,117,6539,6.17,12
"Romance, Fantasy, Shounen",6,5,26,22,3806,7.31,196
"Sci-Fi, Romance, Action, Supernatural, Otro",9,5,25,234,3269,6.7,24
"Comedy, Romance, Fantasy, Supernatural",8,5,13,135,860,7.95,1075
"Comedy, Sci-Fi, Historical, Action",6,4,1,1065,1894,8.37,63
"Comedy, Romance, Shoujo",6,3,1,515,5477,7.26,15
"Comedy, Music",4,5,12,8193,3016,7.07,40
"Comedy, Romance, Ecchi",5,5,13,259,924,6.83,185
"Sci-Fi, Fantasy, Action",9,5,25,44,4074,6.45,12
"Comedy, Fantasy, Otro",4,4,2,69,4524,6.6,2
"Comedy, Romance, Shoujo",6,5,51,515,7314,6.59,2
"Comedy, Romance, Shounen",6,3,1,19,3122,8.06,14
"Romance, Fantasy, Gore, Shounen, Action, Supernatural",6,0,1,16542,888,8.06,354
"Sci-Fi, Romance, Shoujo",6,0,1,546,1532,7.54,94
"Mistery, Comedy, Fantasy, Shounen, Otro",6,0,1,32853,1939,8.14,45
"Comedy, Otro",4,5,143,65,8921,6.37,7
"Romance, Fantasy, Shounen, Action, Supernatural",9,3,1,158,1337,6.91,89
"Romance, Gore, Shounen",6,2,10,16402,5581,5.54,2
"Comedy, Romance, Action",6,3,2,11,3069,7.5,65
"Comedy, Romance, Shounen",6,3,2,19,1545,7.58,41
Otro,4,5,89,64,4565,6.81,25
"Comedy, Romance, Ecchi",6,5,20,259,6082,6.33,0
"Comedy, Sports, Shounen",6,5,12,4113,3399,6.84,14
Sci-Fi,8,4,1,32,7698,6.64,1
"Comedy, Sci-Fi",6,5,12,33,3799,7.41,4
"Historical, Fantasy, Action",6,5,26,1036,3365,7.36,38
Fantasy,9,4,1,4,7378,6.75,0
"Fantasy, Supernatural",9,4,1,132,6733,6.65,0
"Sci-Fi, Shounen, Action",6,3,1,56,1692,7.54,26
"Comedy, Romance, Ecchi",6,5,24,259,2975,6.87,35
"Romance, Fantasy, Otro",8,4,1,70,13153,6.11,0
Comedy,6,4,4,1,6550,6.42,2
Comedy,5,4,5,1,4682,7.46,4
"Comedy, Romance, Shounen",6,3,2,19,3307,7.74,36
"Comedy, Music, Otro",9,1,1,8257,11051,4.48,0
"Sci-Fi, Romance, Shounen, Action",6,5,10,58,5314,7.01,14
Hentai,13,3,4,2048,3148,7.58,167
"Comedy, Sci-Fi, Shounen, Action",9,3,1,57,5611,6.66,1
"Romance, Shounen, Otro",6,5,12,82,1607,6.82,60
"Sci-Fi, Romance, Fantasy, Shoujo",9,0,1,550,1634,7.17,151
"Sci-Fi, Romance, Fantasy",6,5,113,38,2887,7.96,260
"Sci-Fi, Fantasy, Action",9,5,38,44,10615,6.16,1
"Comedy, Fantasy, Shoujo, Supernatural",6,4,1,645,4102,6.8,30
"Comedy, Sports, Romance, Shounen",6,5,0,4115,4587,5.66,3
"Comedy, Romance, Supernatural",14,5,12,131,1790,7.52,166
Otro,9,3,5,64,12439,4.75,0
"Comedy, Shounen",9,4,4,17,13237,4.92,0
"Fantasy, Shoujo",9,5,52,516,7146,6.89,14
Comedy,9,2,1,1,5817,5.72,2
"Comedy, Fantasy, Action",6,5,12,13,1424,7.65,229
"Comedy, Fantasy, Shounen, Action",6,3,1,29,1159,7.45,182
"Fantasy, Shounen, Action",6,5,25,28,140,8.44,5561
Hentai,13,3,1,2048,6457,6.13,2
"Comedy, Shounen",6,5,35,17,6537,7.18,14
"Historical, Romance, Shoujo, Action",6,5,40,1546,1664,8.38,1660
"Comedy, Romance",6,5,25,3,4791,6.86,24
"Comedy, Fantasy, Shounen, Action, Supernatural",5,5,12,157,1059,7.24,475
"Comedy, Shounen, Action",6,0,1,25,484,7.87,708
Comedy,14,2,8,1,10195,5.78,0
"Historical, Fantasy, Shounen, Action",8,2,3,1052,10092,6.75,2
"Fantasy, Shoujo, Supernatural",6,5,75,644,3723,6.84,40
"Sports, Romance, Action",6,5,39,4106,7225,7.2,12
"Sci-Fi, Shounen",9,5,47,48,9413,6.92,4
"Sports, Romance, Shoujo, Action",6,5,58,4618,5534,6.64,11
"Comedy, Romance, Shounen, Supernatural",6,5,12,147,465,7.57,1412
"Historical, Romance, Action, Supernatural",13,3,2,1162,3754,7.61,21
"Comedy, Romance",14,5,11,3,737,7.98,393
"Sci-Fi, Fantasy, Shounen",4,3,4,52,5725,6.67,2
"Comedy, Sci-Fi",9,4,1,33,860,7.63,182
"Romance, Fantasy, Supernatural",9,0,1,134,39,8.92,15412
"Sports, Shounen, Action",6,5,128,4120,1600,7.36,302
"Sci-Fi, Historical, Action",10,5,24,1064,1142,6.78,162
"Fantasy, Action",4,5,12,12,1265,6.25,155
"Mistery, Sci-Fi, Otro",6,0,1,32864,2005,7.62,30
"Comedy, Sci-Fi, Romance, Otro",11,5,44,99,12440,4.13,0
"Comedy, Romance",15,5,12,3,1435,7.73,663
"Sports, Romance, Shounen, Action",6,4,1,4122,1797,8.27,105
"Comedy, Romance, Fantasy",9,5,0,7,4818,6.3,20
"Comedy, Romance, Fantasy, Otro",4,0,1,71,1096,7.03,53
"Romance, Shoujo",6,3,4,514,6487,6.39,4
Hentai,13,3,2,2048,5064,6.15,29
"Comedy, Fantasy, Action, Otro",4,4,1,77,2916,6.99,10
"Comedy, Sci-Fi, Romance",6,3,3,35,3837,6.67,6
"Comedy, Romance, Ecchi",5,3,1,259,2220,6.88,13
Hentai,13,3,4,2048,3908,7.28,80
"Hentai, Supernatural",9,3,2,2176,5683,6.62,20
"Comedy, Romance",13,5,13,3,4182,6.63,7
"Fantasy, Action",4,4,1,12,10241,5.64,1
"Comedy, Romance, Shounen",15,5,12,19,1451,6.78,138
Romance,13,4,1,2,389,8.1,721
"Comedy, Fantasy",13,3,3,5,7976,6.1,1
"Sci-Fi, Historical, Romance, Fantasy, Shounen, Action",6,5,13,1086,4522,6.67,9
"Comedy, Romance, Music",9,5,13,8195,3117,6.58,9
"Comedy, Historical, Romance, Fantasy, Action",2,0,1,1039,5601,6.56,7
"Mistery, Sci-Fi, Action, Otro",6,0,1,32872,2098,7.59,70
"Comedy, Romance, Music",9,4,7,8195,2879,6.74,11
"Comedy, Romance, Fantasy, Shoujo, Ecchi",13,5,13,775,2219,6.97,117
"Comedy, Sports",9,5,12,4097,3733,5.7,8
Hentai,13,3,2,2048,5548,6.85,17
"Comedy, Romance",3,5,12,3,2830,4.78,4
"Comedy, Sci-Fi, Romance",9,3,4,35,10052,5.93,0
"Sci-Fi, Fantasy, Otro",9,4,1,100,2766,6.65,12
"Sports, Romance, Shounen, Action",6,3,1,4122,3108,7.73,18
"Comedy, Sci-Fi, Shounen",6,0,1,49,8514,6.56,0
"Romance, Gore, Action, Supernatural, Otro",6,5,12,16586,491,6.71,547
"Shounen, Action, Otro",9,5,24,88,5324,6.98,8
"Comedy, Sci-Fi",15,5,13,33,5047,6.23,1
"Romance, Music",8,4,1,8194,2279,7.47,13
"Comedy, Romance",9,4,1,3,3405,7.31,10
"Romance, Shounen, Ecchi",6,5,12,274,281,7.6,2874
"Sci-Fi, Romance, Music, Action",9,0,1,8234,2331,8.05,428
"Historical, Romance, Shounen",6,0,1,1042,1540,8.38,293
"Romance, Fantasy",8,0,1,6,5096,7.11,7
"Shounen, Action",4,3,2,24,6139,5.36,1
"Comedy, Romance, Fantasy, Shounen, Ecchi",13,5,12,279,1792,6.62,51
"Sports, Romance",9,5,23,4098,8625,6.69,4
Hentai,9,3,1,2048,5916,6.18,11
"Sports, Romance, Shounen",6,0,1,4114,4299,7.47,10
"Romance, Hentai",13,3,2,2050,5720,6.21,9
Hentai,13,3,2,2048,5714,6.56,9
"Sci-Fi, Fantasy, Supernatural",9,4,1,164,5493,6.27,3
"Comedy, Sci-Fi, Shounen, Action",9,5,13,57,4036,6.73,26
Sports,9,4,5,4096,7104,5.52,0
"Comedy, Sci-Fi, Sports, Shounen",9,5,13,4145,6905,6.1,5
"Sports, Fantasy",6,5,52,4100,3603,6.88,40
Hentai,6,3,1,2048,5712,7.07,20
Comedy,9,2,10,1,4628,6.26,2
"Comedy, Romance, Shounen, Ecchi",6,4,2,275,3966,7.04,2
"Romance, Fantasy, Shoujo, Music",9,0,1,8710,6014,7.41,4
"Comedy, Romance, Music",7,5,12,8195,3634,6.83,76
Comedy,13,4,13,1,5712,5.75,5
"Comedy, Sports, Romance, Shounen",6,0,1,4115,2715,7.99,25
Romance,10,4,1,2,5542,6.56,2
"Comedy, Romance",15,0,1,3,3456,7.51,27
"Comedy, Romance, Fantasy",14,5,12,7,4887,6.72,7
"Comedy, Fantasy, Action",4,5,100,13,3153,6.74,133
"Comedy, Romance, Fantasy, Shounen, Action",9,5,26,31,1766,7.72,572
"Fantasy, Gore, Shounen, Action, Supernatural",6,0,1,16540,3040,7.8,251
"Comedy, Historical, Action, Supernatural, Otro",5,5,13,1225,87,8.49,17790
"Comedy, Sci-Fi",4,5,13,33,4638,7.32,11
"Comedy, Fantasy, Ecchi",5,3,1,261,2238,6.91,11
"Shounen, Action, Supernatural",6,5,13,152,1443,7.1,74
"Comedy, Romance",4,4,1,3,4292,6.54,5
"Romance, Shoujo",6,4,1,514,7462,5.45,0
"Comedy, Otro",9,5,12,65,13706,4.25,0
"Comedy, Romance, Shounen",15,5,12,19,459,7.61,1784
"Sci-Fi, Action",9,5,26,40,2719,7.19,43
Comedy,6,4,1,1,4034,7.55,7
"Comedy, Sci-Fi, Action",9,3,1,41,8488,6.29,2
"Comedy, Fantasy, Shounen, Action",6,5,26,29,3003,5.91,26
"Romance, Shounen, Ecchi",6,5,24,274,54,8.55,15394
"Comedy, Fantasy",5,4,1,5,4772,6.69,1
"Fantasy, Supernatural",9,0,1,132,482,8.5,1755
Romance,9,0,1,2,659,8.18,1109
"Fantasy, Shounen",9,5,51,20,1421,7.4,396
"Fantasy, Shounen, Supernatural",6,5,25,148,998,7.72,680
"Comedy, Sci-Fi, Shounen, Action, Supernatural",14,3,1,185,578,7.83,252
"Sci-Fi, Fantasy, Action",9,5,13,44,337,7.6,999
"Comedy, Romance, Fantasy",6,4,7,7,1865,7.35,69
Hentai,13,3,2,2048,6631,6.85,4
"Comedy, Hentai",6,4,2,2049,4861,7.04,11
"Comedy, Romance, Supernatural",6,5,24,131,3910,6.32,8
"Historical, Romance, Fantasy, Shounen, Supernatural",6,0,1,1174,1278,7.75,238
Hentai,13,3,2,2048,5433,6.44,13
Music,14,5,11,8192,3800,4.87,6
"Comedy, Shounen, Action",6,5,27,25,2288,7.1,125
Supernatural,4,5,25,128,9679,6.2,0
Hentai,13,2,2,2048,6773,6.84,18
"Fantasy, Shounen, Action, Supernatural",9,0,1,156,4518,7.25,8
"Comedy, Romance, Music",15,4,1,8195,985,7.87,162
Comedy,6,2,2,1,4022,5.67,10
"Historical, Romance",8,5,51,1026,5921,6.96,13
"Historical, Romance, Action, Supernatural",6,5,24,1162,485,7.76,1911
"Comedy, Romance, Shoujo, Ecchi",4,2,24,771,2052,6.34,54
"Comedy, Fantasy, Shounen, Action",6,3,1,29,3371,7.31,12
Fantasy,9,0,1,4,14074,4.88,0
"Comedy, Fantasy, Ecchi",14,2,0,261,8909,6.54,2
Music,9,1,1,8192,13855,4.04,0
"Sci-Fi, Romance, Action",9,3,0,42,3954,8.1,23
"Sci-Fi, Action, Thriller, Otro",6,0,1,65640,1559,7.15,137
"Fantasy, Shounen, Action",4,0,1,28,8358,6.69,4
"Comedy, Romance",14,2,26,3,1683,7.23,143
"Comedy, Sci-Fi, Fantasy",9,5,24,37,1458,6.9,242
"Comedy, Fantasy, Action",13,3,3,13,3001,7.28,15
"Sci-Fi, Fantasy, Action, Supernatural",4,5,22,172,4717,6.72,14
Romance,9,5,12,2,865,6.36,281
"Sports, Romance",9,0,1,4098,2793,7.7,48
"Historical, Romance, Fantasy",8,0,1,1030,5049,6.95,9
"Comedy, Romance, Ecchi",6,5,12,259,2283,6.65,59
"Sci-Fi, Supernatural, Otro",9,5,22,224,910,7.54,607
"Historical, Romance, Fantasy, Action, Supernatural",6,5,24,1166,669,7.66,1317
"Fantasy, Music, Action, Otro",4,2,5,8268,7884,5.89,1
"Comedy, Historical",15,5,26,1025,3112,7.09,21
Fantasy,4,4,1,4,4188,6.7,6
"Comedy, Romance, Music",9,5,13,8195,1911,6.48,48
"Hentai, Supernatural",13,3,3,2176,3846,7.09,97
"Comedy, Music, Shounen",6,5,12,8209,3788,7.18,64
"Romance, Hentai",13,3,2,2050,6095,6.45,10
"Comedy, Romance, Shounen, Action, Supernatural, Ecchi",6,3,3,411,2549,6.87,10
"Comedy, Music, Otro",11,1,1,8257,12894,5.11,0
Fantasy,9,0,1,4,6895,5.26,1
"Sci-Fi, Fantasy, Action",4,5,13,44,5788,6.66,8
"Comedy, Sci-Fi, Historical, Shounen, Action",6,5,13,1081,1464,8.59,450
"Comedy, Sci-Fi, Romance, Fantasy, Action",9,5,13,47,3868,6.02,7
"Comedy, Otro",9,0,2,65,4503,6.87,13
"Historical, Romance, Fantasy, Supernatural, Otro",8,0,1,1222,10176,6.42,0
"Comedy, Sci-Fi, Romance, Fantasy, Action",6,0,1,47,4890,7.23,7
"Romance, Shoujo",6,4,1,514,1281,7.47,156
Comedy,5,4,1,1,4693,6.38,8
"Comedy, Romance, Ecchi",13,4,1,259,2078,6.51,33
"Sci-Fi, Action",9,5,12,40,181,7.57,3415
"Comedy, Fantasy, Shounen, Action",6,5,51,29,319,6.61,1436
"Sci-Fi, Romance, Fantasy, Action",9,5,12,46,2558,6.91,54
"Comedy, Romance, Shounen",6,5,48,19,4061,7.86,114
"Historical, Romance",9,0,1,1026,3013,7.8,42
"Sci-Fi, Romance, Shounen, Action",9,5,25,58,22,8.95,44230
"Historical, Fantasy, Shounen, Action",8,0,1,1052,9555,6.38,0
"Comedy, Sci-Fi, Fantasy, Shounen, Action",6,0,1,61,1994,7.29,25
"Romance, Shounen, Ecchi",6,5,12,274,282,8.5,1817
"Comedy, Shounen",6,0,1,17,7891,7.04,1
"Comedy, Sports, Romance, Shounen",6,3,1,4115,3305,7.46,15
"Romance, Fantasy, Ecchi",5,5,12,262,301,7.71,997
"Sci-Fi, Fantasy",6,0,1,36,12153,5.3,0
"Romance, Shoujo, Action, Thriller",6,3,2,66058,9377,5.33,1
"Historical, Supernatural",9,5,13,1152,6845,5.23,5
"Romance, Hentai",6,3,2,2050,3397,7.22,205
"Historical, Romance, Action, Supernatural, Otro",13,0,1,1226,3298,7.96,54
"Sci-Fi, Fantasy, Shounen",13,0,1,52,5107,6.51,3
"Romance, Music",8,0,1,8194,3576,7.58,11
"Romance, Fantasy, Shounen, Action",6,5,21,30,3186,8.12,561
Shoujo,6,4,1,512,3428,7.2,33
"Comedy, Sci-Fi, Fantasy, Shounen",6,5,13,53,2244,7.32,184
"Comedy, Fantasy, Action, Otro",4,5,20,77,2864,6.49,22
Comedy,6,5,25,1,2179,7.7,179
Hentai,13,3,1,2048,5728,6.32,3
"Comedy, Sci-Fi, Fantasy, Shounen, Action",6,5,64,61,204,6.67,1212
"Comedy, Music",10,3,1,8193,13460,4.23,0
"Romance, Supernatural",13,5,26,130,3026,6.66,45
"Romance, Fantasy, Shoujo, Ecchi",4,0,1,774,4223,6.61,11
"Comedy, Romance, Shoujo",6,5,12,515,170,7.83,4675
"Sci-Fi, Shounen, Action",6,5,12,56,1058,7.88,302
"Comedy, Sci-Fi, Action",9,5,13,41,7936,5.28,0
"Romance, Otro",13,5,12,66,436,8.05,2699
"Comedy, Fantasy, Supernatural",5,5,26,133,1596,8.12,710
"Comedy, Romance, Ecchi",5,5,11,259,678,7.9,863
"Sci-Fi, Romance, Otro",9,3,1,98,4654,6.44,2
"Comedy, Romance",6,4,1,3,2755,7.24,5
"Sci-Fi, Romance, Supernatural",9,2,8,162,8195,4.95,2
"Comedy, Fantasy, Action, Otro",4,0,1,77,2898,6.58,32
"Historical, Fantasy, Shounen",6,3,2,1044,3244,7.04,11
Hentai,13,3,2,2048,5247,6.37,17
"Sci-Fi, Otro",5,5,12,96,647,7.05,368
"Comedy, Otro",8,2,13,65,3644,6.24,9
"Mistery, Sci-Fi, Romance, Fantasy, Shounen",6,0,1,32822,1417,7.6,364
"Romance, Fantasy",9,0,1,6,773,7.72,419
Otro,9,2,1,64,13902,5.71,0
"Comedy, Romance, Shoujo",6,5,12,515,380,7.67,3499
Comedy,15,4,11,1,2918,7.19,31
"Sci-Fi, Sports, Action",9,0,1,4136,511,8.33,2411
"Romance, Gore, Supernatural",6,3,4,16514,3401,6.37,33
"Sci-Fi, Fantasy, Action",9,5,26,44,5996,7.15,18
"Sci-Fi, Action",9,0,1,40,280,8.16,1102
"Romance, Fantasy, Gore, Shounen, Action, Supernatural",6,0,1,16542,879,8.3,717
Romance,6,3,2,2,7557,5.59,1
"Comedy, Romance, Otro",6,5,34,67,11901,6.73,0
"Historical, Romance",6,0,1,1026,2595,7.18,59
"Fantasy, Action, Supernatural, Thriller",5,5,12,65676,962,7.13,442
Romance,11,5,10,2,2283,7.5,171
"Comedy, Romance, Shounen",6,5,10,19,3119,6.92,20
"Romance, Shounen, Action",6,5,13,26,4000,7.2,23
"Comedy, Fantasy, Supernatural, Ecchi",9,4,3,389,4723,7.0,4
"Music, Gore",7,1,1,24576,12688,5.03,0
"Romance, Shounen",6,4,6,18,5011,6.87,6
"Comedy, Romance",6,4,1,3,4063,7.12,6
"Comedy, Romance",9,4,1,3,1509,8.12,209
Comedy,4,4,9,1,3815,6.85,5
"Comedy, Romance, Otro",9,5,0,67,11750,3.58,0
"Comedy, Shounen",6,0,1,17,9216,7.08,0
"Sci-Fi, Romance, Fantasy",9,0,1,38,3622,6.22,25
"Sci-Fi, Shounen",9,5,56,48,8878,6.56,0
"Comedy, Sci-Fi, Romance, Action, Ecchi",8,3,6,299,3952,7.3,20
"Romance, Fantasy, Action",6,5,12,14,5328,5.78,4
"Comedy, Supernatural",9,5,8,129,9565,4.71,1
"Comedy, Fantasy, Shounen",6,3,6,21,6983,6.76,3
"Historical, Romance",8,4,1,1026,9471,5.79,0
"Gore, Shounen, Action, Supernatural, Otro",6,0,1,16600,2149,7.69,44
Fantasy,8,3,1,4,9245,5.21,0
"Comedy, Music, Otro",6,4,8,8257,7040,6.29,2
"Shounen, Action, Supernatural",9,5,13,152,121,7.68,5363
"Romance, Shounen",6,3,1,18,8144,4.89,0
"Historical, Romance",8,5,26,1026,8145,7.25,2
"Fantasy, Shounen, Action",13,2,1,28,7782,5.87,0
"Romance, Shounen, Action",6,5,12,26,3823,7.11,54
"Comedy, Romance, Ecchi",5,5,12,259,225,7.59,1002
"Sci-Fi, Action",8,2,6,40,4571,5.09,8
"Comedy, Shounen, Action",6,5,12,25,3180,7.19,49
Sci-Fi,6,5,12,32,3946,6.22,9
"Fantasy, Action",5,5,12,12,592,6.17,238
"Comedy, Romance",6,4,1,3,7516,6.39,0
"Romance, Shoujo, Action, Supernatural, Ecchi",13,5,12,906,635,6.41,275
"Comedy, Sci-Fi, Romance, Action",9,5,47,43,2544,6.76,73
"Romance, Shoujo",5,5,13,514,2848,7.79,63
"Comedy, Sci-Fi, Fantasy, Shounen, Action",6,4,1,61,2415,7.66,48
"Mistery, Comedy, Shounen, Action",6,4,1,32793,5952,6.64,1
"Comedy, Fantasy, Otro",4,0,1,69,2230,6.75,14
"Comedy, Romance, Shounen",6,4,1,19,1810,6.85,19
"Fantasy, Hentai",13,3,1,2052,4956,6.71,41
"Romance, Fantasy, Gore, Action",9,5,12,16398,131,7.31,1922
"Comedy, Sci-Fi, Romance, Shounen, Supernatural",7,5,12,179,256,7.19,2974
"Romance, Fantasy, Action, Supernatural",4,3,4,142,3484,6.78,47
Music,4,4,1,8192,5577,7.31,6
"Comedy, Romance, Fantasy, Shoujo, Supernatural, Otro",6,4,6,711,3260,6.73,36
"Sci-Fi, Shounen, Action, Otro",5,5,13,120,92,7.38,2943
"Romance, Shoujo, Ecchi",8,3,2,770,3115,6.96,18
"Romance, Otro",8,3,1,66,969,7.4,96
"Comedy, Otro",9,5,16,65,12866,6.33,0
"Sci-Fi, Action",9,4,3,40,4032,7.43,14
"Comedy, Sci-Fi, Romance, Ecchi",6,4,2,291,4357,7.15,2
"Comedy, Historical, Romance, Fantasy, Shounen, Supernatural",6,0,1,1175,1357,7.68,129
"Historical, Romance",4,5,12,1026,4903,6.23,26
Comedy,10,2,5,1,14041,4.64,0
"Comedy, Fantasy, Shounen, Action",9,5,51,29,8201,4.87,0
"Romance, Shounen, Supernatural",6,5,12,146,1764,7.22,82
"Romance, Shoujo, Music, Ecchi",13,4,2,8962,2259,7.23,114
"Romance, Fantasy, Otro",13,4,1,70,5756,6.05,2
Otro,13,2,1,64,5726,6.22,9
"Comedy, Fantasy, Shounen, Action",15,0,1,29,6105,7.05,3
"Comedy, Sci-Fi, Romance, Fantasy, Shounen, Action",9,3,2,63,5911,6.4,3
"Mistery, Romance, Gore, Shounen, Thriller, Otro",6,5,74,114770,152,8.69,17399
"Fantasy, Music",9,0,1,8196,3325,7.48,29
"Comedy, Sports, Fantasy, Shounen, Action",9,4,1,4125,1467,6.95,114
"Comedy, Fantasy, Otro",4,5,12,69,7694,6.13,2
"Sci-Fi, Romance",9,4,1,34,5604,6.47,2
"Sci-Fi, Romance, Music, Action",9,5,25,8234,791,7.98,1743
"Romance, Shoujo, Music",4,0,1,8706,9006,6.55,1
"Comedy, Romance, Fantasy, Otro",10,5,52,71,5365,7.39,37
"Historical, Fantasy, Supernatural",6,2,15,1156,8489,6.45,2
Hentai,13,3,2,2048,4800,7.1,37
"Comedy, Romance, Fantasy, Supernatural, Ecchi",6,5,13,391,269,7.17,1200
Shounen,6,3,1,16,8577,6.78,2
"Romance, Fantasy",5,5,13,6,1208,7.24,174
"Comedy, Romance, Fantasy, Ecchi",5,5,12,263,550,6.8,1101
"Comedy, Sci-Fi",9,4,2,33,7888,5.58,0
Ecchi,13,4,1,256,2152,7.47,54
"Comedy, Romance, Action",14,5,13,11,667,7.43,796
"Romance, Shoujo, Action",6,5,12,522,1417,6.38,77
"Comedy, Romance, Shounen",15,5,12,19,3106,7.2,49
"Historical, Fantasy, Action, Supernatural",6,5,13,1164,1727,6.9,119
"Gore, Hentai",13,3,3,18432,7204,5.81,5
Gore,9,0,1,16384,12669,5.67,0
"Sci-Fi, Shounen, Action",10,0,1,56,6181,6.48,5
"Comedy, Sci-Fi, Sports, Fantasy, Shounen, Action",9,0,1,4157,5748,6.77,1
Comedy,9,4,1,1,10139,5.65,0
"Gore, Supernatural, Otro",9,5,6,16576,2107,6.6,137
"Comedy, Romance, Otro",6,5,331,67,7295,6.63,4
"Historical, Action",9,4,1,1032,11974,4.9,0
"Comedy, Fantasy, Ecchi",13,3,1,261,6825,5.2,2
"Sports, Romance, Shounen, Otro",6,5,11,4178,563,8.65,7036
Comedy,9,2,1,1,13438,3.19,0
"Comedy, Sci-Fi, Fantasy, Action, Otro",9,5,52,109,4251,6.78,56
"Comedy, Romance, Fantasy",9,0,1,7,859,7.89,278
"Sci-Fi, Action",4,5,12,40,1422,6.18,42
"Comedy, Romance, Supernatural",9,4,4,131,3971,6.57,1
Comedy,4,4,3,1,5076,7.15,3
Music,7,5,13,8192,2987,7.04,151
"Comedy, Romance",15,4,1,3,2319,7.11,10
Comedy,9,5,4,1,10529,3.58,2
Hentai,6,3,1,2048,3329,5.76,82
"Fantasy, Action, Supernatural",4,4,1,140,1190,6.97,144
"Fantasy, Otro",4,0,1,68,6536,6.32,0
"Comedy, Romance",5,2,3,3,936,6.56,135
"Sports, Shounen",6,5,72,4112,7743,7.35,6
"Fantasy, Shounen, Action, Supernatural, Otro",9,5,65,220,2077,7.2,241
"Comedy, Romance",6,5,12,3,2047,6.5,40
"Comedy, Romance, Fantasy, Supernatural, Ecchi",5,0,1,391,3171,7.14,10
"Comedy, Romance",6,3,2,3,1859,7.98,32
"Fantasy, Shounen, Action, Supernatural",6,4,1,156,1050,7.41,80
Sci-Fi,9,5,0,32,3173,5.9,7
"Romance, Music, Otro",6,5,12,8258,390,8.44,4600
